[ENDING1],[ENDING2],[STARTPHRASE],[LABEL]
"Mendengar kabar itu, perasaan Saiful layaknya ibu yang kehilangan anaknya. Dengan demikian, saiful merasa berduka. .","Mendengar kabar itu, perasaan Saiful layaknya ibu yang kehilangan anaknya. Dengan demikian, saiful merasa gembira. .","Mendengar kabar itu, perasaan Saiful layaknya ibu yang kehilangan anaknya.",0
"Mendengar kabar itu, perasaan Saiful layaknya seseorang yang menemukan harta terpendam. Dengan demikian, saiful merasa berduka. .","Mendengar kabar itu, perasaan Saiful layaknya seseorang yang menemukan harta terpendam. Dengan demikian, saiful merasa gembira. .","Mendengar kabar itu, perasaan Saiful layaknya seseorang yang menemukan harta terpendam.",1
"Pak RT bekerja seperti kukang kurang tidur. Dengan demikian, pak RT bekerja malas-malasan dan lamban.","Pak RT bekerja seperti kukang kurang tidur. Dengan demikian, pak RT bekerja bersemangat dan gesit.",Pak RT bekerja seperti kukang kurang tidur.,0
"Pak RT bekerja seperti robot dengan baterai penuh. Dengan demikian, pak RT bekerja malas-malasan dan lamban.","Pak RT bekerja seperti robot dengan baterai penuh. Dengan demikian, pak RT bekerja bersemangat dan gesit.",Pak RT bekerja seperti robot dengan baterai penuh.,1
"Rumah itu sebesar lapangan bola. Dengan demikian, rumahnya luas.","Rumah itu sebesar lapangan bola. Dengan demikian, rumahnya sempit.",Rumah itu sebesar lapangan bola.,0
"Rumah itu sebesar lubang tikus. Dengan demikian, rumahnya luas.","Rumah itu sebesar lubang tikus. Dengan demikian, rumahnya sempit.",Rumah itu sebesar lubang tikus.,1
"Masjid di pinggiran kota itu megah bagai gubuk tua. Dengan demikian, masjid itu tidak megah.","Masjid di pinggiran kota itu megah bagai gubuk tua. Dengan demikian, masjid itu sangat megah.",Masjid di pinggiran kota itu megah bagai gubuk tua.,0
"Masjid di pinggiran kota itu megah bagai istana raja. Dengan demikian, masjid itu tidak megah.","Masjid di pinggiran kota itu megah bagai istana raja. Dengan demikian, masjid itu sangat megah.",Masjid di pinggiran kota itu megah bagai istana raja.,1
"Setelah kecelakaan motor semalam, tangan Irvan serasa ditusuk pedang. Dengan demikian, luka bekas kecelakaan itu sangat menyakitkan.","Setelah kecelakaan motor semalam, tangan Irvan serasa ditusuk pedang. Dengan demikian, luka bekas kecelakaan itu tidak sakit.","Setelah kecelakaan motor semalam, tangan Irvan serasa ditusuk pedang.",0
"Setelah kecelakaan motor semalam, tangan Irvan serasa digigit semut. Dengan demikian, luka bekas kecelakaan itu sangat menyakitkan.","Setelah kecelakaan motor semalam, tangan Irvan serasa digigit semut. Dengan demikian, luka bekas kecelakaan itu tidak sakit.","Setelah kecelakaan motor semalam, tangan Irvan serasa digigit semut.",1
"Teriakannya seakan suara petir yang menyambar. Dengan demikian, teriakannya keras dan lantang.","Teriakannya seakan suara petir yang menyambar. Dengan demikian, teriakannya pelan.",Teriakannya seakan suara petir yang menyambar.,0
"Teriakannya seakan hembusan angin sepoi-sepoi. Dengan demikian, teriakannya keras dan lantang.","Teriakannya seakan hembusan angin sepoi-sepoi. Dengan demikian, teriakannya pelan.",Teriakannya seakan hembusan angin sepoi-sepoi.,1
"Warna bajunya semerah api yang membara. Dengan demikian, bajunya merah cerah.","Warna bajunya semerah api yang membara. Dengan demikian, bajunya tidak berwarna merah.",Warna bajunya semerah api yang membara.,0
"Warna bajunya semerah abu. Dengan demikian, bajunya merah cerah.","Warna bajunya semerah abu. Dengan demikian, bajunya tidak berwarna merah.",Warna bajunya semerah abu.,1
"Giginya seputih kopi. Dengan demikian, giginya tidak putih.","Giginya seputih kopi. Dengan demikian, giginya putih.",Giginya seputih kopi.,0
"Giginya seputih susu. Dengan demikian, giginya tidak putih.","Giginya seputih susu. Dengan demikian, giginya putih.",Giginya seputih susu.,1
"Penonton konser band itu layaknya semut mengerumuni gula. Dengan demikian, konser tersebut ramai penonton.","Penonton konser band itu layaknya semut mengerumuni gula. Dengan demikian, konser tersebut sepi penonton.",Penonton konser band itu layaknya semut mengerumuni gula.,0
"Penonton konser band itu layaknya peserta kuliah pagi. Dengan demikian, konser tersebut ramai penonton.","Penonton konser band itu layaknya peserta kuliah pagi. Dengan demikian, konser tersebut sepi penonton.",Penonton konser band itu layaknya peserta kuliah pagi.,1
"Mahasiswa itu sibuk bak presiden. Dengan demikian, mahasiswa itu sangat sibuk.","Mahasiswa itu sibuk bak presiden. Dengan demikian, mahasiswa itu tidak sibuk.",Mahasiswa itu sibuk bak presiden.,0
"Mahasiswa itu sibuk bak pengangguran. Dengan demikian, mahasiswa itu sangat sibuk.","Mahasiswa itu sibuk bak pengangguran. Dengan demikian, mahasiswa itu tidak sibuk.",Mahasiswa itu sibuk bak pengangguran.,1
"Udara pagi ini rasanya seperti udara di Puncak. Dengan demikian, udaranya sejuk.","Udara pagi ini rasanya seperti udara di Puncak. Dengan demikian, udaranya panas.",Udara pagi ini rasanya seperti udara di Puncak.,0
"Udara pagi ini rasanya seperti Jakarta di siang bolong. Dengan demikian, udaranya sejuk.","Udara pagi ini rasanya seperti Jakarta di siang bolong. Dengan demikian, udaranya panas.",Udara pagi ini rasanya seperti Jakarta di siang bolong.,1
"Mendengar penjelasan itu, ia seperti anak TK yang diajari persamaan trigonometri. Dengan demikian, ia tidak bisa memahami penjelasan yang diberikan.","Mendengar penjelasan itu, ia seperti anak TK yang diajari persamaan trigonometri. Dengan demikian, ia dengan mudah mengerti penjelasan yang diberikan.","Mendengar penjelasan itu, ia seperti anak TK yang diajari persamaan trigonometri.",0
"Mendengar penjelasan itu, ia seperti profesor yang diajari penjumlahan dasar. Dengan demikian, ia tidak bisa memahami penjelasan yang diberikan.","Mendengar penjelasan itu, ia seperti profesor yang diajari penjumlahan dasar. Dengan demikian, ia dengan mudah mengerti penjelasan yang diberikan.","Mendengar penjelasan itu, ia seperti profesor yang diajari penjumlahan dasar.",1
"Menurutnya, internet itu sama pentingnya dengan makan sehari-hari. Dengan demikian, baginya, internet itu kebutuhan primer.","Menurutnya, internet itu sama pentingnya dengan makan sehari-hari. Dengan demikian, baginya, internet itu kebutuhan tersier.","Menurutnya, internet itu sama pentingnya dengan makan sehari-hari.",0
"Menurutnya, internet itu sama pentingnya dengan makan di restoran berbintang. Dengan demikian, baginya, internet itu kebutuhan primer.","Menurutnya, internet itu sama pentingnya dengan makan di restoran berbintang. Dengan demikian, baginya, internet itu kebutuhan tersier.","Menurutnya, internet itu sama pentingnya dengan makan di restoran berbintang.",1
"Omongannya sepedas cabai rawit. Dengan demikian, omongannya sangat pedas.","Omongannya sepedas cabai rawit. Dengan demikian, omongannya tidak pedas.",Omongannya sepedas cabai rawit.,0
"Omongannya sepedas saus tomat. Dengan demikian, omongannya sangat pedas.","Omongannya sepedas saus tomat. Dengan demikian, omongannya tidak pedas.",Omongannya sepedas saus tomat.,1
"Mencari orang jujur di Indonesia itu bagai mencari pasir di pantai. Dengan demikian, di Indonesia, orang jujur mudah ditemui.","Mencari orang jujur di Indonesia itu bagai mencari pasir di pantai. Dengan demikian, di Indonesia, orang jujur jarang ditemui.",Mencari orang jujur di Indonesia itu bagai mencari pasir di pantai.,0
"Mencari orang jujur di Indonesia itu bagai mencari berlian di dasar laut. Dengan demikian, di Indonesia, orang jujur mudah ditemui.","Mencari orang jujur di Indonesia itu bagai mencari berlian di dasar laut. Dengan demikian, di Indonesia, orang jujur jarang ditemui.",Mencari orang jujur di Indonesia itu bagai mencari berlian di dasar laut.,1
"Ia beraktifitas seakan ia masih muda. Dengan demikian, ia sangat aktif.","Ia beraktifitas seakan ia masih muda. Dengan demikian, ia tidak aktif.",Ia beraktifitas seakan ia masih muda.,0
"Ia beraktifitas seakan ia sudah tua. Dengan demikian, ia sangat aktif.","Ia beraktifitas seakan ia sudah tua. Dengan demikian, ia tidak aktif.",Ia beraktifitas seakan ia sudah tua.,1
"Ia mengemudi bagaikan sopir angkutan kota. Dengan demikian, ia mengemudi dengan ugal-ugalan.","Ia mengemudi bagaikan sopir angkutan kota. Dengan demikian, ia mengemudi dengan rapi dan tertib.",Ia mengemudi bagaikan sopir angkutan kota.,0
"Ia mengemudi bagaikan sopir pribadi presiden. Dengan demikian, ia mengemudi dengan ugal-ugalan.","Ia mengemudi bagaikan sopir pribadi presiden. Dengan demikian, ia mengemudi dengan rapi dan tertib.",Ia mengemudi bagaikan sopir pribadi presiden.,1
"Orang itu bermental tempe. Dengan demikian, orang itu memiliki mental yang lemah.","Orang itu bermental tempe. Dengan demikian, orang itu memiliki mental yang kuat.",Orang itu bermental tempe.,0
"Orang itu bermental baja. Dengan demikian, orang itu memiliki mental yang lemah.","Orang itu bermental baja. Dengan demikian, orang itu memiliki mental yang kuat.",Orang itu bermental baja.,1
"Badannya seperti Gatotkaca. Dengan demikian, badannya besar dan kuat.","Badannya seperti Gatotkaca. Dengan demikian, badannya kurus dan lemah.",Badannya seperti Gatotkaca.,0
"Badannya seperti korek api. Dengan demikian, badannya besar dan kuat.","Badannya seperti korek api. Dengan demikian, badannya kurus dan lemah.",Badannya seperti korek api.,1
"Baginya, bekerja itu bagai menghirup udara pagi. Dengan demikian, bekerja membuatnya senang.","Baginya, bekerja itu bagai menghirup udara pagi. Dengan demikian, bekerja membuatnya menderita.","Baginya, bekerja itu bagai menghirup udara pagi.",0
"Baginya, bekerja itu bagai berjalan di bara api. Dengan demikian, bekerja membuatnya senang.","Baginya, bekerja itu bagai berjalan di bara api. Dengan demikian, bekerja membuatnya menderita.","Baginya, bekerja itu bagai berjalan di bara api.",1
"Kuliah sastra adalah pertempuran di medan perang. Dengan demikian, kuliah sastra itu sangat sulit.","Kuliah sastra adalah pertempuran di medan perang. Dengan demikian, kuliah sastra itu sangat mudah.",Kuliah sastra adalah pertempuran di medan perang.,0
"Kuliah sastra adalah perjalanan santai di taman. Dengan demikian, kuliah sastra itu sangat sulit.","Kuliah sastra adalah perjalanan santai di taman. Dengan demikian, kuliah sastra itu sangat mudah.",Kuliah sastra adalah perjalanan santai di taman.,1
"Rizal menghabiskan uangnya seakan ia anak juragan properti di Jakarta. Dengan demikian, rizal hidup berfoya-foya dan mewah.","Rizal menghabiskan uangnya seakan ia anak juragan properti di Jakarta. Dengan demikian, rizal hidup irit.",Rizal menghabiskan uangnya seakan ia anak juragan properti di Jakarta.,0
"Rizal menghabiskan uangnya seakan ia harus menebus pinjaman online. Dengan demikian, rizal hidup berfoya-foya dan mewah.","Rizal menghabiskan uangnya seakan ia harus menebus pinjaman online. Dengan demikian, rizal hidup irit.",Rizal menghabiskan uangnya seakan ia harus menebus pinjaman online.,1
"Merakit komputer baru itu rasanya seperti menjinakkan bom. . Dengan demikian, merakit komputer baru itu sangat rumit.","Merakit komputer baru itu rasanya seperti menjinakkan bom. . Dengan demikian, merakit komputer baru itu sangat mudah.",Merakit komputer baru itu rasanya seperti menjinakkan bom. .,0
"Merakit komputer baru itu rasanya seperti menyelesaikan puzzle untuk anak-anak. . Dengan demikian, merakit komputer baru itu sangat rumit.","Merakit komputer baru itu rasanya seperti menyelesaikan puzzle untuk anak-anak. . Dengan demikian, merakit komputer baru itu sangat mudah.",Merakit komputer baru itu rasanya seperti menyelesaikan puzzle untuk anak-anak. .,1
"Berdiskusi dengan para pemimpin negeri ini bagaikan berdebat dengan tembok. Dengan demikian, berdiskusi dengan pemimpin negeri ini sia-sia belaka.","Berdiskusi dengan para pemimpin negeri ini bagaikan berdebat dengan tembok. Dengan demikian, berdiskusi dengan pemimpin negeri ini bermanfaat.",Berdiskusi dengan para pemimpin negeri ini bagaikan berdebat dengan tembok.,0
"Berdiskusi dengan para pemimpin negeri ini bagaikan menyiram air pada tanaman. Dengan demikian, berdiskusi dengan pemimpin negeri ini sia-sia belaka.","Berdiskusi dengan para pemimpin negeri ini bagaikan menyiram air pada tanaman. Dengan demikian, berdiskusi dengan pemimpin negeri ini bermanfaat.",Berdiskusi dengan para pemimpin negeri ini bagaikan menyiram air pada tanaman.,1
"Kerjasama dua perusahaan itu bagai lalat dan buah. Dengan demikian, kerjasama mereka merugikan salah satu pihak.","Kerjasama dua perusahaan itu bagai lalat dan buah. Dengan demikian, kerjasama mereka saling menguntungkan.",Kerjasama dua perusahaan itu bagai lalat dan buah.,0
"Kerjasama dua perusahaan itu bagai lebah dan bunga. Dengan demikian, kerjasama mereka merugikan salah satu pihak.","Kerjasama dua perusahaan itu bagai lebah dan bunga. Dengan demikian, kerjasama mereka saling menguntungkan.",Kerjasama dua perusahaan itu bagai lebah dan bunga.,1
"Penampilan dosen itu seperti sopir angkot. Dengan demikian, penampilannya berantakan.","Penampilan dosen itu seperti sopir angkot. Dengan demikian, penampilannya rapi.",Penampilan dosen itu seperti sopir angkot.,0
"Penampilan dosen itu seperti sopir presiden. Dengan demikian, penampilannya berantakan.","Penampilan dosen itu seperti sopir presiden. Dengan demikian, penampilannya rapi.",Penampilan dosen itu seperti sopir presiden.,1
"Andi menyukai sekolah seperti semut menyukai gula. Dengan demikian, andi suka sekolah.","Andi menyukai sekolah seperti semut menyukai gula. Dengan demikian, andi benci sekolah.",Andi menyukai sekolah seperti semut menyukai gula.,0
"Andi menyukai sekolah seperti semut menyukai garam. Dengan demikian, andi suka sekolah.","Andi menyukai sekolah seperti semut menyukai garam. Dengan demikian, andi benci sekolah.",Andi menyukai sekolah seperti semut menyukai garam.,1
"Anak itu berani seperti singa. Dengan demikian, ia pemberani.","Anak itu berani seperti singa. Dengan demikian, ia penakut.",Anak itu berani seperti singa.,0
"Anak itu berani seperti anak kucing. Dengan demikian, ia pemberani.","Anak itu berani seperti anak kucing. Dengan demikian, ia penakut.",Anak itu berani seperti anak kucing.,1
"Rumahnya seperti tidak pernah dibersihkan selama 100 hari. Dengan demikian, rumahnya sangat kotor.","Rumahnya seperti tidak pernah dibersihkan selama 100 hari. Dengan demikian, rumahnya sangat bersih.",Rumahnya seperti tidak pernah dibersihkan selama 100 hari.,0
"Rumahnya seperti dibersihkan 100 kali sehari. Dengan demikian, rumahnya sangat kotor.","Rumahnya seperti dibersihkan 100 kali sehari. Dengan demikian, rumahnya sangat bersih.",Rumahnya seperti dibersihkan 100 kali sehari.,1
"Pola pikirnya sedalam air kobokan. Dengan demikian, pikirannya dangkal.","Pola pikirnya sedalam air kobokan. Dengan demikian, pikirannya dalam.",Pola pikirnya sedalam air kobokan.,0
"Pola pikirnya sedalam sumur. Dengan demikian, pikirannya dangkal.","Pola pikirnya sedalam sumur. Dengan demikian, pikirannya dalam.",Pola pikirnya sedalam sumur.,1
"Jarak antar rumah dan sekolahnya serasa jarak dari kutub utara dan kutub selatan. Dengan demikian, sekolahnya jauh dari rumahnya.","Jarak antar rumah dan sekolahnya serasa jarak dari kutub utara dan kutub selatan. Dengan demikian, sekolahnya dekat dari rumahnya.",Jarak antar rumah dan sekolahnya serasa jarak dari kutub utara dan kutub selatan.,0
"Jarak antar rumah dan sekolahnya serasa sejauh lencang tangan. Dengan demikian, sekolahnya jauh dari rumahnya.","Jarak antar rumah dan sekolahnya serasa sejauh lencang tangan. Dengan demikian, sekolahnya dekat dari rumahnya.",Jarak antar rumah dan sekolahnya serasa sejauh lencang tangan.,1
"Seminar ini seakan dilaksanakan oleh anak SMA. Dengan demikian, seminarnya dilaksanakan secara amatiran.","Seminar ini seakan dilaksanakan oleh anak SMA. Dengan demikian, seminarnya dilaksanakan secara profesional.",Seminar ini seakan dilaksanakan oleh anak SMA.,0
"Seminar ini seakan dilaksanakan oleh penyelenggara Piala Dunia. Dengan demikian, seminarnya dilaksanakan secara amatiran.","Seminar ini seakan dilaksanakan oleh penyelenggara Piala Dunia. Dengan demikian, seminarnya dilaksanakan secara profesional.",Seminar ini seakan dilaksanakan oleh penyelenggara Piala Dunia.,1
"Seminar kali ini rasanya seperti pertemuan dengan presiden. . Dengan demikian, seminarnya sangat formal.","Seminar kali ini rasanya seperti pertemuan dengan presiden. . Dengan demikian, seminarnya sangat informal.",Seminar kali ini rasanya seperti pertemuan dengan presiden. .,0
